Date,Card Number,Card Name,Total Pop,PSA 10,PSA 9
2026-05-01,025,Morty's Murkrow-Holo 1st Edition,704,307,236
2026-05-01,026,Morty's Misdreavus 1st Edition,256,124,88
2026-05-01,027,Jasmine's Raichu 1st Edition,795,454,236
2026-05-01,028,Jasmine's Magneton 1st Edition,257,128,101
2026-05-01,029,Jasmine's Electabuzz 1st Edition,266,152,85
2026-05-01,030,Jasmine's Jolteon 1st Edition,569,293,172
2026-05-01,031,Jasmine's Ampharos 1st Edition,341,194,109
2026-05-01,032,Jasmine's Steelix-Holo 1st Edition,826,265,364
2026-05-01,033,Chuck's Primeape 1st Edition,174,115,39
2026-05-01,034,Chuck's Poliwrath 1st Edition,200,121,50
2026-05-01,035,Chuck's Rhydon 1st Edition,186,114,52
2026-05-01,036,Chuck's Tauros 1st Edition,265,165,73
2026-05-01,037,Chuck's Granbull 1st Edition,242,159,65
2026-05-01,038,Chuck's Donphan 1st Edition,367,217,111
2026-05-01,039,Pryce's Dewgong 1st Edition,241,128,89
2026-05-01,040,Pryce's Cloyster 1st Edition,412,251,112
2026-05-01,041,Pryce's Lapras,178,48,62
2026-05-01,041,Pryce's Lapras 1st Edition,298,158,99
2026-05-01,042,Pryce's Articuno 1st Edition,415,223,127
2026-05-01,043,Pryce's Sneasel-Holo 1st Edition,665,339,161
2026-05-01,044,Pryce's Piloswine 1st Edition,186,96,72
2026-05-01,045,Pryce's Delibird 1st Edition,208,101,78
2026-05-01,046,Clair's Blastoise 1st Edition,712,322,247
2026-05-01,047,Clair's Jynx 1st Edition,219,114,76
2026-05-01,048,Clair's Gyarados 1st Edition,505,244,168
2026-05-01,049,Clair's Dragonite 1st Edition,960,404,347
2026-05-01,050,Clair's Politoed 1st Edition,226,127,72
2026-05-01,051,Clair's Mantine 1st Edition,388,218,128
2026-05-01,052,Clair's Kingdra 1st Edition,213,110,69
2026-05-01,053,LT. Surge's Raichu 1st Edition,493,246,163
2026-05-01,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-01,055,Sabrina's Xatu 1st Edition,196,101,74
2026-05-01,056,Sabrina's Espeon 1st Edition,767,369,241
2026-05-01,057,Misty's Lapras 1st Edition,336,174,109
2026-05-01,058,Misty's Quagsire 1st Edition,246,136,80
2026-05-01,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-01,060,Erika's Jumpluff 1st Edition,177,99,58
2026-05-01,061,Janine's Beedrill 1st Edition,382,234,116
2026-05-01,062,Janine's Arbok 1st Edition,182,97,59
2026-05-01,063,Janine's Venomoth 1st Edition,175,102,57
2026-05-01,064,Janine's Weezing 1st Edition,167,93,54
2026-05-01,065,Janine's Ariados 1st Edition,169,86,64
2026-05-01,066,Janine's Crobat 1st Edition,220,131,72
2026-05-01,067,Janine's Shuckle 1st Edition,211,130,58
2026-05-01,068,Brock's Omastar 1st Edition,191,111,58
2026-05-01,069,Brock's Kabutops 1st Edition,210,114,63
2026-05-01,070,Blaine's Typhlosion 1st Edition,545,255,182
2026-05-01,071,Blaine's Magcargo 1st Edition,230,129,69
2026-05-01,072,Will's Slowbro 1st Edition,286,172,84
2026-05-01,073,Will's Exeggutor 1st Edition,190,125,52
2026-05-01,074,Will's Jynx 1st Edition,238,147,74
2026-05-01,075,Will's Xatu 1st Edition,165,111,41
2026-05-01,076,Will's Espeon 1st Edition,579,276,197
2026-05-01,077,Will's Slowking 1st Edition,286,156,88
2026-05-01,078,Will's Girafarig 1st Edition,327,227,79
2026-05-01,079,Koga's Crobat 1st Edition,222,128,68
2026-05-01,080,Koga's Forretress 1st Edition,171,101,48
2026-05-01,081,Bruno's Machamp 1st Edition,215,118,67
2026-05-01,082,Bruno's Hitmonlee 1st Edition,190,107,57
2026-05-01,083,Bruno's Hitmonchan 1st Edition,414,262,120
2026-05-01,084,Bruno's Steelix-Holo 1st Edition,735,257,282
2026-05-01,085,Bruno's Ursaring 1st Edition,263,170,76
2026-05-01,086,Bruno's Hitmontop 1st Edition,181,105,61
2026-05-01,087,Karen's Rapidash 1st Edition,435,271,121
2026-05-01,088,Karen's Magmar 1st Edition,267,141,84
2026-05-01,089,Karen's Flareon 1st Edition,636,330,209
2026-05-01,090,Karen's Tyranitar-Holo 1st Edition,"1,332",590,346
2026-05-01,091,Karen's Umbreon-Holo 1st Edition,"3,318",911,908
2026-05-01,092,Karen's Houndoom 1st Edition,499,233,182
2026-05-01,093,Rocket's Wobbuffet-Holo 1st Edition,802,298,301
2026-05-01,094,Rocket's Raikou-Holo 1st Edition,"1,066",476,319
2026-05-01,095,Rocket's Entei-Holo 1st Edition,"1,207",369,491
2026-05-01,096,Rocket's Suicune-Holo 1st Edition,"1,119",469,342
2026-05-01,097,Lance's Charizard 1st Edition,"2,020",691,609
2026-05-01,098,Lance's Gyarados 1st Edition,816,347,268
2026-05-01,099,Lance's Aerodactyl 1st Edition,487,211,189
2026-05-01,100,Lance's Dragonite 1st Edition,"1,105",482,383
2026-05-01,101,Lance's Ampharos 1st Edition,488,261,149
2026-05-01,102,Lance's Kingdra 1st Edition,427,199,153
2026-05-01,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-01,104,Falkner's TM 02 1st Edition,53,15,23
2026-05-01,105,Bugsy's TM 01 1st Edition,68,36,25
2026-05-01,106,Bugsy's TM 02 1st Edition,53,21,19
2026-05-01,107,Whitney's TM 01 1st Edition,69,25,30
2026-05-01,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-01,109,Morty's TM 01 1st Edition,51,22,18
2026-05-01,110,Morty's TM 02 1st Edition,56,21,16
2026-05-01,111,Jasmine's TM 01 1st Edition,71,25,33
2026-05-01,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-01,113,Chuck's TM 01 1st Edition,58,22,19
2026-05-01,114,Chuck's TM 02 1st Edition,59,14,26
2026-05-01,115,Pryce's TM 01 1st Edition,59,24,23
2026-05-01,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-01,117,Clair's TM 01 1st Edition,81,37,29
2026-05-01,118,Clair's TM 02 1st Edition,74,8,38
2026-05-01,119,Janine's TM 01 1st Edition,67,25,26
2026-05-01,120,Janine's TM 02 1st Edition,44,9,22
2026-05-01,121,Will's TM 01 1st Edition,60,23,23
2026-05-01,122,Will's TM 02 1st Edition,47,23,13
2026-05-01,123,Bruno's TM 01 1st Edition,47,17,21
2026-05-01,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-01,125,Karen's TM 01 1st Edition,80,24,43
2026-05-01,126,Karen's TM 02 1st Edition,74,17,35
2026-05-01,127,Rocket's TM 01 1st Edition,46,15,13
2026-05-01,128,Lance's TM 01 1st Edition,72,15,30
2026-05-01,129,Lance's TM 02 1st Edition,64,10,26
2026-05-01,130,Potion 1st Edition,157,79,52
2026-05-01,131,Moo-Moo Milk 1st Edition,154,88,43
2026-05-01,132,Full Heal 1st Edition,130,83,29
2026-05-01,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-01,134,Switch 1st Edition,158,104,41
2026-05-01,135,Warp Point 1st Edition,122,77,35
2026-05-01,136,Super Scoop Up 1st Edition,151,87,48
2026-05-01,137,Energy Flow 1st Edition,135,86,37
2026-05-01,138,Energy Charge 1st Edition,116,74,28
2026-05-01,139,Energy Ark 1st Edition,166,97,49
2026-05-01,140,Energy Restore 1st Edition,126,77,40
2026-05-01,141,Master Ball 1st Edition,165,95,48
2026-05-01,142,Rocket's Tyranitar-Holo 1st Edition,"1,322",435,372
2026-05-01,N/A,Darkness Energy-Holo,998,413,424
2026-05-01,N/A,Fighting Energy,93,54,27
2026-05-01,N/A,Fire Energy,89,63,17
2026-05-01,N/A,Grass Energy,99,62,33
2026-05-01,N/A,Lightning Energy,86,58,18
2026-05-01,N/A,Metal Energy-Holo,745,370,280
2026-05-01,N/A,Psychic Energy,99,63,27
2026-05-01,N/A,Rainbow Energy-Holo,877,311,372
2026-05-01,N/A,Water Energy,90,62,21
2026-05-03,,TOTAL POPULATION,"53,692","24,846","17,633"
2026-05-03,001,Falkner's Pidgeot 1st Edition,287,102,113
2026-05-03,002,Falkner's Fearow 1st Edition,355,135,140
2026-05-03,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-05-03,004,Falkner's Dodrio 1st Edition,239,124,87
2026-05-03,005,Falkner's Togetic 1st Edition,319,171,112
2026-05-03,006,Falkner's Delibird 1st Edition,284,129,118
2026-05-03,007,Falkner's Skarmory-Holo 1st Edition,684,266,244
2026-05-03,008,Bugsy's Butterfree 1st Edition,202,104,59
2026-05-03,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-05-03,010,Bugsy's Pinsir 1st Edition,195,101,66
2026-05-03,011,Bugsy's Ledian 1st Edition,181,96,70
2026-05-03,012,Bugsy's Yanma 1st Edition,320,178,104
2026-05-03,013,Bugsy's Scizor-Holo 1st Edition,"1,058",320,421
2026-05-03,014,Whitney's Clefable 1st Edition,276,162,83
2026-05-03,015,Whitney's Wigglytuff 1st Edition,292,172,82
2026-05-03,016,Whitney's Persian 1st Edition,263,162,71
2026-05-03,017,Whitney's Lickitung 1st Edition,263,151,79
2026-05-03,018,Whitney's Furret 1st Edition,411,223,144
2026-05-03,019,Whitney's Miltank 1st Edition,258,115,108
2026-05-03,020,Morty's Ninetales 1st Edition,368,193,122
2026-05-03,021,Morty's Gengar 1st Edition,"1,051",415,338
2026-05-03,022,Morty's Hypno 1st Edition,439,272,108
2026-05-03,023,Morty's Marowak 1st Edition,209,118,67
2026-05-03,024,Morty's Noctowl 1st Edition,284,173,79
2026-05-03,025,Morty's Murkrow-Holo 1st Edition,705,307,236
2026-05-03,026,Morty's Misdreavus 1st Edition,256,124,88
2026-05-03,027,Jasmine's Raichu 1st Edition,797,455,236
2026-05-03,028,Jasmine's Magneton 1st Edition,257,128,101
2026-05-03,029,Jasmine's Electabuzz 1st Edition,266,152,85
2026-05-03,030,Jasmine's Jolteon 1st Edition,570,293,173
2026-05-03,031,Jasmine's Ampharos 1st Edition,341,194,109
2026-05-03,032,Jasmine's Steelix-Holo 1st Edition,826,265,364
2026-05-03,033,Chuck's Primeape 1st Edition,174,115,39
2026-05-03,034,Chuck's Poliwrath 1st Edition,200,121,50
2026-05-03,035,Chuck's Rhydon 1st Edition,187,115,52
2026-05-03,036,Chuck's Tauros 1st Edition,265,165,73
2026-05-03,037,Chuck's Granbull 1st Edition,242,159,65
2026-05-03,038,Chuck's Donphan 1st Edition,368,218,111
2026-05-03,039,Pryce's Dewgong 1st Edition,241,128,89
2026-05-03,040,Pryce's Cloyster 1st Edition,413,252,112
2026-05-03,041,Pryce's Lapras,178,48,62
2026-05-03,041,Pryce's Lapras 1st Edition,298,158,99
2026-05-03,042,Pryce's Articuno 1st Edition,416,224,127
2026-05-03,043,Pryce's Sneasel-Holo 1st Edition,667,340,162
2026-05-03,044,Pryce's Piloswine 1st Edition,186,96,72
2026-05-03,045,Pryce's Delibird 1st Edition,209,101,79
2026-05-03,046,Clair's Blastoise 1st Edition,713,323,247
2026-05-03,047,Clair's Jynx 1st Edition,220,114,76
2026-05-03,048,Clair's Gyarados 1st Edition,506,244,169
2026-05-03,049,Clair's Dragonite 1st Edition,963,404,349
2026-05-03,050,Clair's Politoed 1st Edition,226,127,72
2026-05-03,051,Clair's Mantine 1st Edition,388,218,128
2026-05-03,052,Clair's Kingdra 1st Edition,213,110,69
2026-05-03,053,LT. Surge's Raichu 1st Edition,493,246,163
2026-05-03,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-03,055,Sabrina's Xatu 1st Edition,196,101,74
2026-05-03,056,Sabrina's Espeon 1st Edition,770,369,243
2026-05-03,057,Misty's Lapras 1st Edition,336,174,109
2026-05-03,058,Misty's Quagsire 1st Edition,246,136,80
2026-05-03,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-03,060,Erika's Jumpluff 1st Edition,177,99,58
2026-05-03,061,Janine's Beedrill 1st Edition,382,234,116
2026-05-03,062,Janine's Arbok 1st Edition,182,97,59
2026-05-03,063,Janine's Venomoth 1st Edition,176,102,57
2026-05-03,064,Janine's Weezing 1st Edition,167,93,54
2026-05-03,065,Janine's Ariados 1st Edition,169,86,64
2026-05-03,066,Janine's Crobat 1st Edition,221,131,73
2026-05-03,067,Janine's Shuckle 1st Edition,213,130,60
2026-05-03,068,Brock's Omastar 1st Edition,191,111,58
2026-05-03,069,Brock's Kabutops 1st Edition,210,114,63
2026-05-03,070,Blaine's Typhlosion 1st Edition,545,255,182
2026-05-03,071,Blaine's Magcargo 1st Edition,230,129,69
2026-05-03,072,Will's Slowbro 1st Edition,287,172,85
2026-05-03,073,Will's Exeggutor 1st Edition,190,125,52
2026-05-03,074,Will's Jynx 1st Edition,238,147,74
2026-05-03,075,Will's Xatu 1st Edition,165,111,41
2026-05-03,076,Will's Espeon 1st Edition,581,278,197
2026-05-03,077,Will's Slowking 1st Edition,287,157,88
2026-05-03,078,Will's Girafarig 1st Edition,327,227,79
2026-05-03,079,Koga's Crobat 1st Edition,222,128,68
2026-05-03,080,Koga's Forretress 1st Edition,171,101,48
2026-05-03,081,Bruno's Machamp 1st Edition,215,118,67
2026-05-03,082,Bruno's Hitmonlee 1st Edition,190,107,57
2026-05-03,083,Bruno's Hitmonchan 1st Edition,414,262,120
2026-05-03,084,Bruno's Steelix-Holo 1st Edition,738,257,283
2026-05-03,085,Bruno's Ursaring 1st Edition,263,170,76
2026-05-03,086,Bruno's Hitmontop 1st Edition,181,105,61
2026-05-03,087,Karen's Rapidash 1st Edition,436,272,121
2026-05-03,088,Karen's Magmar 1st Edition,269,142,84
2026-05-03,089,Karen's Flareon 1st Edition,639,331,210
2026-05-03,090,Karen's Tyranitar-Holo 1st Edition,"1,333",590,346
2026-05-03,091,Karen's Umbreon-Holo 1st Edition,"3,327",913,911
2026-05-03,092,Karen's Houndoom 1st Edition,501,234,183
2026-05-03,093,Rocket's Wobbuffet-Holo 1st Edition,805,298,301
2026-05-03,094,Rocket's Raikou-Holo 1st Edition,"1,068",476,320
2026-05-03,095,Rocket's Entei-Holo 1st Edition,"1,210",369,492
2026-05-03,096,Rocket's Suicune-Holo 1st Edition,"1,120",469,343
2026-05-03,097,Lance's Charizard 1st Edition,"2,025",692,612
2026-05-03,098,Lance's Gyarados 1st Edition,818,347,270
2026-05-03,099,Lance's Aerodactyl 1st Edition,489,213,189
2026-05-03,100,Lance's Dragonite 1st Edition,"1,109",482,384
2026-05-03,101,Lance's Ampharos 1st Edition,490,261,151
2026-05-03,102,Lance's Kingdra 1st Edition,429,199,155
2026-05-03,103,Falkner's TM 01 1st Edition,72,31,29
2026-05-03,104,Falkner's TM 02 1st Edition,53,15,23
2026-05-03,105,Bugsy's TM 01 1st Edition,68,36,25
2026-05-03,106,Bugsy's TM 02 1st Edition,53,21,19
2026-05-03,107,Whitney's TM 01 1st Edition,69,25,30
2026-05-03,108,Whitney's TM 02 1st Edition,63,28,22
2026-05-03,109,Morty's TM 01 1st Edition,51,22,18
2026-05-03,110,Morty's TM 02 1st Edition,56,21,16
2026-05-03,111,Jasmine's TM 01 1st Edition,71,25,33
2026-05-03,112,Jasmine's TM 02 1st Edition,53,24,17
2026-05-03,113,Chuck's TM 01 1st Edition,58,22,19
2026-05-03,114,Chuck's TM 02 1st Edition,59,14,26
2026-05-03,115,Pryce's TM 01 1st Edition,59,24,23
2026-05-03,116,Pryce's TM 02 1st Edition,56,22,17
2026-05-03,117,Clair's TM 01 1st Edition,81,37,29
2026-05-03,118,Clair's TM 02 1st Edition,74,8,38
2026-05-03,119,Janine's TM 01 1st Edition,67,25,26
2026-05-03,120,Janine's TM 02 1st Edition,44,9,22
2026-05-03,121,Will's TM 01 1st Edition,60,23,23
2026-05-03,122,Will's TM 02 1st Edition,47,23,13
2026-05-03,123,Bruno's TM 01 1st Edition,47,17,21
2026-05-03,124,Bruno's TM 02 1st Edition,47,13,15
2026-05-03,125,Karen's TM 01 1st Edition,80,24,43
2026-05-03,126,Karen's TM 02 1st Edition,74,17,35
2026-05-03,127,Rocket's TM 01 1st Edition,46,15,13
2026-05-03,128,Lance's TM 01 1st Edition,72,15,30
2026-05-03,129,Lance's TM 02 1st Edition,64,10,26
2026-05-03,130,Potion 1st Edition,157,79,52
2026-05-03,131,Moo-Moo Milk 1st Edition,154,88,43
2026-05-03,132,Full Heal 1st Edition,130,83,29
2026-05-03,133,Pokemon Reverse 1st Edition,130,68,45
2026-05-03,134,Switch 1st Edition,158,104,41
2026-05-03,135,Warp Point 1st Edition,122,77,35
2026-05-03,136,Super Scoop Up 1st Edition,151,87,48
2026-05-03,137,Energy Flow 1st Edition,135,86,37
2026-05-03,138,Energy Charge 1st Edition,116,74,28
2026-05-03,139,Energy Ark 1st Edition,166,97,49
2026-05-03,140,Energy Restore 1st Edition,126,77,40
2026-05-03,141,Master Ball 1st Edition,165,95,48
2026-05-03,142,Rocket's Tyranitar-Holo 1st Edition,"1,327",436,375
2026-05-03,N/A,Darkness Energy-Holo,998,413,424
2026-05-03,N/A,Fighting Energy,93,54,27
2026-05-03,N/A,Fire Energy,89,63,17
2026-05-03,N/A,Grass Energy,99,62,33
2026-05-03,N/A,Lightning Energy,86,58,18
2026-05-03,N/A,Metal Energy-Holo,746,371,280
2026-05-03,N/A,Psychic Energy,99,63,27
2026-05-03,N/A,Rainbow Energy-Holo,877,311,372
2026-05-03,N/A,Water Energy,90,62,21
2026-05-04,,TOTAL POPULATION,"53,705","24,846","17,641"
2026-05-04,001,Falkner's Pidgeot 1st Edition,287,102,113
2026-05-04,002,Falkner's Fearow 1st Edition,355,135,140
2026-05-04,003,Falkner's Farfetch'd 1st Edition,272,123,118
2026-05-04,004,Falkner's Dodrio 1st Edition,239,124,87
2026-05-04,005,Falkner's Togetic 1st Edition,319,171,112
2026-05-04,006,Falkner's Delibird 1st Edition,284,129,118
2026-05-04,007,Falkner's Skarmory-Holo 1st Edition,685,266,244
2026-05-04,008,Bugsy's Butterfree 1st Edition,202,104,59
2026-05-04,009,Bugsy's Beedrill 1st Edition,194,108,65
2026-05-04,010,Bugsy's Pinsir 1st Edition,195,101,66
2026-05-04,011,Bugsy's Ledian 1st Edition,181,96,70
2026-05-04,012,Bugsy's Yanma 1st Edition,320,178,104
2026-05-04,013,Bugsy's Scizor-Holo 1st Edition,"1,059",320,421
2026-05-04,014,Whitney's Clefable 1st Edition,276,162,83
2026-05-04,015,Whitney's Wigglytuff 1st Edition,292,172,82
2026-05-04,016,Whitney's Persian 1st Edition,263,162,71
2026-05-04,017,Whitney's Lickitung 1st Edition,263,151,79
2026-05-04,018,Whitney's Furret 1st Edition,411,223,144
2026-05-04,019,Whitney's Miltank 1st Edition,258,115,108
2026-05-04,020,Morty's Ninetales 1st Edition,368,193,122
2026-05-04,021,Morty's Gengar 1st Edition,"1,051",415,338
2026-05-04,022,Morty's Hypno 1st Edition,439,272,108
2026-05-04,023,Morty's Marowak 1st Edition,209,118,67
2026-05-04,024,Morty's Noctowl 1st Edition,284,173,79
2026-05-04,025,Morty's Murkrow-Holo 1st Edition,705,307,236
2026-05-04,026,Morty's Misdreavus 1st Edition,256,124,88
2026-05-04,027,Jasmine's Raichu 1st Edition,797,455,236
2026-05-04,028,Jasmine's Magneton 1st Edition,257,128,101
2026-05-04,029,Jasmine's Electabuzz 1st Edition,266,152,85
2026-05-04,030,Jasmine's Jolteon 1st Edition,571,293,174
2026-05-04,031,Jasmine's Ampharos 1st Edition,341,194,109
2026-05-04,032,Jasmine's Steelix-Holo 1st Edition,827,265,364
2026-05-04,033,Chuck's Primeape 1st Edition,174,115,39
2026-05-04,034,Chuck's Poliwrath 1st Edition,200,121,50
2026-05-04,035,Chuck's Rhydon 1st Edition,187,115,52
2026-05-04,036,Chuck's Tauros 1st Edition,265,165,73
2026-05-04,037,Chuck's Granbull 1st Edition,242,159,65
2026-05-04,038,Chuck's Donphan 1st Edition,368,218,111
2026-05-04,039,Pryce's Dewgong 1st Edition,241,128,89
2026-05-04,040,Pryce's Cloyster 1st Edition,413,252,112
2026-05-04,041,Pryce's Lapras,178,48,62
2026-05-04,041,Pryce's Lapras 1st Edition,299,158,100
2026-05-04,042,Pryce's Articuno 1st Edition,416,224,127
2026-05-04,043,Pryce's Sneasel-Holo 1st Edition,667,340,162
2026-05-04,044,Pryce's Piloswine 1st Edition,186,96,72
2026-05-04,045,Pryce's Delibird 1st Edition,209,101,79
2026-05-04,046,Clair's Blastoise 1st Edition,713,323,247
2026-05-04,047,Clair's Jynx 1st Edition,220,114,76
2026-05-04,048,Clair's Gyarados 1st Edition,506,244,169
2026-05-04,049,Clair's Dragonite 1st Edition,964,404,350
2026-05-04,050,Clair's Politoed 1st Edition,226,127,72
2026-05-04,051,Clair's Mantine 1st Edition,388,218,128
2026-05-04,052,Clair's Kingdra 1st Edition,213,110,69
2026-05-04,053,LT. Surge's Raichu 1st Edition,494,246,164
2026-05-04,054,LT. Surge's Lanturn 1st Edition,201,94,85
2026-05-04,055,Sabrina's Xatu 1st Edition,196,101,74
2026-05-04,056,Sabrina's Espeon 1st Edition,770,369,243
2026-05-04,057,Misty's Lapras 1st Edition,336,174,109
2026-05-04,058,Misty's Quagsire 1st Edition,246,136,80
2026-05-04,059,Erika's Bellossom 1st Edition,197,107,66
2026-05-04,060,Erika's Jumpluff 1st Edition,177,99,58
2026-05-04,061,Janine's Beedrill 1st Edition,382,234,116
2026-05-04,062,Janine's Arbok 1st Edition,182,97,59
2026-05-04,063,Janine's Venomoth 1st Edition,176,102,57
2026-05-04,064,Janine's Weezing 1st Edition,167,93,54
2026-05-04,065,Janine's Ariados 1st Edition,169,86,64
2026-05-04,066,Janine's Crobat 1st Edition,221,131,73
2026-05-04,067,Janine's Shuckle 1st Edition,213,130,60
2026-05-04,068,Brock's Omastar 1st Edition,191,111,58
2026-05-04,069,Brock's Kabutops 1st Edition,210,114,63
2026-05-04,070,Blaine's Typhlosion 1st Edition,545,255,182
2026-05-04,071,Blaine's Magcargo 1st Edition,230,129,69
2026-05-04,072,Will's Slowbro 1st Edition,287,172,85
2026-05-04,073,Will's Exeggutor 1st Edition,190,125,52
2026-05-04,074,Will's Jynx 1st Edition,238,147,74
2026-05-04,075,Will's Xatu 1st Edition,165,111,41
2026-05-04,076,Will's Espeon 1st Edition,581,278,197
2026-05-04,077,Will's Slowking 1st Edition,287,157,88
2026-05-04,078,Will's Girafarig 1st Edition,327,227,79
2026-05-04,079,Koga's Crobat 1st Edition,222,128,68
2026-05-04,080,Koga's Forretress 1st Edition,171,101,48
2026-05-04,081,Bruno's Machamp 1st Edition,215,118,67
2026-05-04,082,Bruno's Hitmonlee 1st Edition,190,107,57
2026-05-04,083,Bruno's Hitmonchan 1st Edition,414,262,120
2026-05-04,084,Bruno's Steelix-Holo 1st Edition,740,257,285
2026-05-04,085,Bruno's Ursaring 1st Edition,263,170,76
2026-05-04,086,Bruno's Hitmontop 1st Edition,181,105,61
2026-05-04,087,Karen's Rapidash 1st Edition,436,272,121
2026-05-04,088,Karen's Magmar 1st Edition,269,142,84
2026-05-04,089,Karen's Flareon 1st Edition,639,331,210
